0.1,0.01,0.001,0.0001,0.00001,0.1,0.01,0.001,0.0001,0.00001,0.1,0.01,0.001,0.0001,0.00001
7,7,7,7,7,200000,200000,200000,200000,200000,,,,,
7,7,7,7,7,200000,200000,200000,200000,200000,,,,,
7,7,7,7,7,200000,200000,200000,200000,200000,,,,,
7,7,7,7,7,200000,200000,200000,200000,200000,,,,,
8,8,7,7,7,66455,69756,200000,200000,200000,86,88,,,
8,7,7,7,7,29275,69756,200000,200000,200000,78,88,,,
8,8,8,8,8,13367,16931,20582,25008,29500,47,56,58,63,69
6,6,6,6,6,13367,16931,20582,25008,29500,47,56,58,63,69
8,8,8,8,8,20164,28940,39183,50320,50320,63,77,84,94,94
7,6,6,6,6,20164,28940,39183,50320,50320,63,77,84,94,94
8,8,8,8,8,139449,150163,152644,154710,156443,109,112,111,113,113
8,8,6,6,6,49623,51836,152644,154710,156443,94,91,111,113,113
8,8,7,7,7,135003,138665,152644,154710,156443,124,124,111,113,113
8,7,7,7,7,33717,138665,152644,154710,156443,69,124,111,113,113
8,8,8,8,8,22934,36654,41338,43955,45827,59,68,72,75,73
8,8,8,8,8,19060,19060,28652,30307,30857,51,51,59,55,58
8,8,8,8,8,136182,138148,140666,142958,143711,109,107,111,110,109
8,8,8,8,8,52314,56664,59404,60601,62369,82,82,87,87,85
7,7,5,5,5,52314,56664,59404,60601,62369,82,82,87,87,85
8,7,7,7,7,20424,56664,59404,60601,62369,65,82,87,87,85
6,6,6,6,6,20424,56664,59404,60601,62369,65,82,87,87,85
7,7,7,7,7,20424,56664,59404,60601,62369,65,82,87,87,85
8,8,8,8,8,7073,15537,20985,21935,23053,42,50,61,62,64
8,8,8,8,8,37094,38786,41885,51238,53491,83,82,87,89,85
8,8,8,8,8,63190,63190,69995,69995,78678,85,85,93,93,104
6,6,6,6,6,63190,63190,69995,69995,78678,85,85,93,93,104
6,6,6,6,6,63190,63190,69995,69995,78678,85,85,93,93,104
8,8,8,8,8,18067,18142,20986,25664,26820,59,59,67,64,65
8,8,8,8,8,125687,125687,127589,129496,135132,124,124,124,124,120
8,8,8,8,8,10774,16016,19285,21073,22289,36,43,52,53,56
7,6,6,6,6,10774,16016,19285,21073,22289,36,43,52,53,56
7,7,7,7,7,10774,16016,19285,21073,22289,36,43,52,53,56
8,8,7,7,7,50051,71095,19285,21073,22289,84,93,52,53,56
8,8,8,8,8,108284,116982,118122,119582,120262,100,105,104,107,107
8,8,8,8,8,11085,26622,36498,43903,46107,43,64,71,78,80
8,8,8,8,8,25801,26248,28333,28333,30676,59,62,60,60,63
7,7,7,7,7,25801,26248,28333,28333,30676,59,62,60,60,63
8,8,8,8,8,41128,42398,43608,51689,52088,83,85,83,87,87
7,7,7,7,7,41128,42398,43608,51689,52088,83,85,83,87,87
7,7,7,7,7,41128,42398,43608,51689,52088,83,85,83,87,87
8,7,7,7,7,91972,42398,43608,51689,52088,107,85,83,87,87
8,8,8,8,8,20218,56943,60977,81209,81749,56,88,89,93,93
8,7,7,7,7,65711,56943,60977,81209,81749,87,88,89,93,93
7,7,7,7,7,145611,56943,60977,81209,81749,119,88,89,93,93
8,8,8,8,8,121243,123990,127176,127176,130264,112,114,115,115,116
8,8,8,8,8,29811,29890,32712,34323,34577,64,63,66,68,69
8,8,8,8,8,157223,157223,159643,164590,164807,124,124,125,125,125
8,8,8,8,8,179632,179632,179632,179632,179632,133,133,133,133,133
8,8,8,8,8,33013,33354,33951,35354,39078,71,71,72,74,75
8,8,8,8,8,103767,134259,161013,161236,165967,108,118,131,130,131
