0.1,0.01,0.001,0.0001,0.00001,0.1,0.01,0.001,0.0001,0.00001,0.1,0.01,0.001,0.0001,0.00001
79,79,79,79,79,400000,400000,400000,400000,400000,,,,,
79,79,79,79,79,400000,400000,400000,400000,400000,,,,,
80,80,80,80,80,400000,400000,400000,400000,400000,,,,,
78,78,78,78,78,400000,400000,400000,400000,400000,,,,,
80,80,80,80,80,400000,400000,400000,400000,400000,,,,,
81,81,81,81,81,311254,312910,318331,337998,344997,686,687,695,738,751
79,79,79,79,78,311254,312910,318331,337998,344997,686,687,695,738,751
80,80,80,80,80,311254,312910,318331,337998,344997,686,687,695,738,751
81,81,81,81,81,291243,291243,291243,291243,291243,652,652,652,652,652
78,78,78,78,78,291243,291243,291243,291243,291243,652,652,652,652,652
80,80,80,80,80,291243,291243,291243,291243,291243,652,652,652,652,652
81,81,81,80,80,369737,377927,396678,291243,291243,768,777,817,652,652
81,81,81,81,81,399804,399804,399804,399804,399804,858,858,858,858,858
80,80,80,80,80,399804,399804,399804,399804,399804,858,858,858,858,858
79,79,79,79,79,399804,399804,399804,399804,399804,858,858,858,858,858
80,79,79,79,79,399804,399804,399804,399804,399804,858,858,858,858,858
81,81,81,81,81,395883,395883,395883,395883,395883,886,886,886,886,886
80,80,80,80,80,395883,395883,395883,395883,395883,886,886,886,886,886
80,80,80,80,80,395883,395883,395883,395883,395883,886,886,886,886,886
81,81,79,79,79,394344,399240,395883,395883,395883,868,884,886,886,886
80,80,80,80,80,394344,399240,395883,395883,395883,868,884,886,886,886
79,79,79,79,79,394344,399240,395883,395883,395883,868,884,886,886,886
79,79,79,79,79,394344,399240,395883,395883,395883,868,884,886,886,886
81,81,81,81,81,273441,273441,273441,273441,273441,660,660,660,660,660
79,79,79,79,79,273441,273441,273441,273441,273441,660,660,660,660,660
78,77,77,77,77,273441,273441,273441,273441,273441,660,660,660,660,660
77,77,77,77,77,273441,273441,273441,273441,273441,660,660,660,660,660
80,80,80,80,80,273441,273441,273441,273441,273441,660,660,660,660,660
79,79,79,79,79,273441,273441,273441,273441,273441,660,660,660,660,660
79,79,79,79,79,273441,273441,273441,273441,273441,660,660,660,660,660
80,80,80,80,80,273441,273441,273441,273441,273441,660,660,660,660,660
80,80,80,80,80,273441,273441,273441,273441,273441,660,660,660,660,660
79,79,79,79,79,273441,273441,273441,273441,273441,660,660,660,660,660
81,81,81,81,81,345020,356647,375858,378971,378971,754,780,811,815,815
80,80,80,80,80,345020,356647,375858,378971,378971,754,780,811,815,815
80,80,80,80,80,345020,356647,375858,378971,378971,754,780,811,815,815
80,80,80,80,80,345020,356647,375858,378971,378971,754,780,811,815,815
81,81,81,81,81,317120,317120,317120,317120,317120,695,695,695,695,695
81,81,81,81,81,287010,287010,287010,287010,287010,690,690,690,690,690
81,81,81,81,81,355613,355613,355613,355613,355613,811,811,811,811,811
79,79,79,79,79,355613,355613,355613,355613,355613,811,811,811,811,811
81,81,81,81,81,357674,368597,378435,385419,389758,734,751,774,788,795
80,80,80,80,80,357674,368597,378435,385419,389758,734,751,774,788,795
79,79,79,79,79,357674,368597,378435,385419,389758,734,751,774,788,795
80,80,79,79,79,357674,368597,378435,385419,389758,734,751,774,788,795
81,81,81,81,81,312443,317956,317956,317956,317956,675,685,685,685,685
79,79,79,79,79,312443,317956,317956,317956,317956,675,685,685,685,685
80,80,80,80,80,312443,317956,317956,317956,317956,675,685,685,685,685
80,80,79,79,79,312443,317956,317956,317956,317956,675,685,685,685,685
80,80,80,80,80,312443,317956,317956,317956,317956,675,685,685,685,685
