0.1,0.01,0.001,0.0001,0.00001,0.1,0.01,0.001,0.0001,0.00001,0.1,0.01,0.001,0.0001,0.00001
4,4,4,4,4,1799,2210,3020,3088,3111,4,4,4,4,4
4,4,4,4,4,1699,1820,2030,2231,2231,4,4,4,4,4
4,4,4,4,4,772,928,1029,1125,1140,4,4,4,4,4
4,4,4,4,4,1856,2058,2143,2391,2647,4,4,4,4,4
4,4,4,4,4,2137,2137,2137,2428,2504,4,4,4,4,4
4,4,4,4,4,1503,2533,3346,3392,3542,4,4,4,4,4
4,4,4,4,4,597,688,788,928,1451,4,4,4,4,4
4,4,4,4,4,940,1070,1070,1306,1639,4,4,4,4,4
4,4,4,4,4,710,903,1145,1237,1483,4,4,4,4,4
4,4,4,4,4,479,658,901,943,1061,4,4,4,4,4
4,4,4,4,4,1380,2097,2130,2194,2292,4,4,4,4,4
4,4,4,4,4,1119,1354,1537,1736,2082,4,4,4,4,4
4,4,4,4,4,458,581,702,817,1717,4,4,4,4,4
4,4,4,4,4,711,1080,1150,1294,1330,4,4,4,4,4
4,4,4,4,4,513,686,729,905,1084,4,4,4,4,4
4,4,4,4,4,631,860,988,1024,1174,4,4,4,4,4
4,4,4,4,4,626,643,811,1084,1245,4,4,4,4,4
4,4,4,4,4,634,788,937,1028,1127,4,4,4,4,4
4,4,4,4,4,1219,1262,1262,1539,1915,4,4,4,4,4
4,4,4,4,4,563,620,1287,1614,1688,4,4,4,4,4
4,4,4,4,4,738,738,923,1266,1276,4,4,4,4,4
4,4,4,4,4,281,691,767,870,1414,4,4,4,4,4
4,4,4,4,4,497,870,934,1360,1531,4,4,4,4,4
4,4,4,4,4,6372,6758,7077,7368,7510,4,4,4,4,4
4,4,4,4,4,824,1136,1153,1543,1766,4,4,4,4,4
4,4,4,4,4,1196,1518,1518,1564,1783,4,4,4,4,4
4,4,4,4,4,799,808,1302,1467,2896,4,4,4,4,4
4,4,4,4,4,394,560,726,830,856,4,4,4,4,4
4,4,4,4,4,460,1009,1387,1709,1777,4,4,4,4,4
4,4,4,4,4,670,721,1089,1132,1224,4,4,4,4,4
4,4,4,4,4,379,486,727,1116,1353,4,4,4,4,4
4,4,4,4,4,328,847,881,1024,1262,4,4,4,4,4
4,4,4,4,4,1202,1294,1360,1471,1571,4,4,4,4,4
4,4,4,4,4,455,639,868,1385,1888,4,4,4,4,4
4,4,4,4,4,4358,4358,4668,4799,5167,4,4,4,4,4
4,4,4,4,4,405,702,773,892,978,4,4,4,4,4
4,4,4,4,4,1314,1473,1635,1736,1867,4,4,4,4,4
4,4,4,4,4,311,722,766,1060,1673,4,4,4,4,4
4,4,4,4,4,740,776,1161,1418,1687,4,4,4,4,4
4,4,4,4,4,2231,2325,2379,2529,2558,4,4,4,4,4
4,4,4,4,4,1019,1102,1675,1796,1926,4,4,4,4,4
4,4,4,4,4,362,819,1425,1544,2125,4,4,4,4,4
4,4,4,4,4,502,619,837,904,913,4,4,4,4,4
4,4,4,4,4,564,564,993,1464,1565,4,4,4,4,4
4,4,4,4,4,942,1131,1242,1357,1573,4,4,4,4,4
4,4,4,4,4,2657,2774,2929,3039,3235,4,4,4,4,4
4,4,4,4,4,777,971,1183,1207,1308,4,4,4,4,4
4,4,4,4,4,5849,6214,6511,6587,6611,4,4,4,4,4
4,4,4,4,4,343,641,790,1077,1333,4,4,4,4,4
4,4,4,4,4,3266,3326,3469,3559,3641,4,4,4,4,4
