0.1,0.01,0.001,0.0001,0.00001,0.1,0.01,0.001,0.0001,0.00001,0.1,0.01,0.001,0.0001,0.00001
2,2,2,2,1,400000,400000,400000,400000,400000,,,,,
3,3,3,3,3,400000,400000,400000,400000,400000,,,,,
4,4,4,4,3,13347,400000,400000,400000,400000,6,,,,
3,3,3,3,3,13347,400000,400000,400000,400000,6,,,,
4,4,4,4,4,13347,400000,400000,400000,400000,6,,,,
4,4,4,4,4,13347,400000,400000,400000,400000,6,,,,
4,4,4,4,4,13347,400000,400000,400000,400000,6,,,,
3,3,3,3,3,13347,400000,400000,400000,400000,6,,,,
4,4,4,4,2,13347,400000,400000,400000,400000,6,,,,
3,3,2,2,1,13347,400000,400000,400000,400000,6,,,,
4,4,4,3,2,13347,400000,400000,400000,400000,6,,,,
4,3,3,3,3,13347,400000,400000,400000,400000,6,,,,
4,4,4,4,4,13347,400000,400000,400000,400000,6,,,,
4,4,4,4,4,13347,400000,400000,400000,400000,6,,,,
4,4,4,4,3,13347,400000,400000,400000,400000,6,,,,
3,3,3,3,3,13347,400000,400000,400000,400000,6,,,,
2,2,2,2,1,13347,400000,400000,400000,400000,6,,,,
4,3,3,3,3,13347,400000,400000,400000,400000,6,,,,
2,2,2,2,2,13347,400000,400000,400000,400000,6,,,,
4,4,4,4,4,13347,400000,400000,400000,400000,6,,,,
4,4,4,4,4,13347,400000,400000,400000,400000,6,,,,
4,4,4,4,4,13347,400000,400000,400000,400000,6,,,,
4,4,4,4,4,13347,400000,400000,400000,400000,6,,,,
4,4,4,4,3,13347,400000,400000,400000,400000,6,,,,
4,4,4,3,3,13347,400000,400000,400000,400000,6,,,,
4,4,3,3,3,13347,400000,400000,400000,400000,6,,,,
2,2,2,2,1,13347,400000,400000,400000,400000,6,,,,
4,4,4,4,4,13347,400000,400000,400000,400000,6,,,,
4,4,4,4,4,13347,400000,400000,400000,400000,6,,,,
4,4,4,4,4,13347,400000,400000,400000,400000,6,,,,
3,3,2,2,2,13347,400000,400000,400000,400000,6,,,,
3,3,3,2,2,13347,400000,400000,400000,400000,6,,,,
3,3,3,3,3,13347,400000,400000,400000,400000,6,,,,
4,4,4,4,4,13347,400000,400000,400000,400000,6,,,,
3,3,3,3,3,13347,400000,400000,400000,400000,6,,,,
4,4,4,4,3,13347,400000,400000,400000,400000,6,,,,
4,4,4,4,4,13347,400000,400000,400000,400000,6,,,,
1,1,0,0,0,13347,400000,400000,400000,400000,6,,,,
3,3,3,2,2,13347,400000,400000,400000,400000,6,,,,
4,4,4,3,3,13347,400000,400000,400000,400000,6,,,,
3,3,2,1,0,13347,400000,400000,400000,400000,6,,,,
1,1,1,1,1,13347,400000,400000,400000,400000,6,,,,
4,4,4,4,4,13347,400000,400000,400000,400000,6,,,,
2,2,2,2,2,13347,400000,400000,400000,400000,6,,,,
4,4,4,4,3,13347,400000,400000,400000,400000,6,,,,
4,4,4,4,4,13347,400000,400000,400000,400000,6,,,,
3,3,3,3,1,13347,400000,400000,400000,400000,6,,,,
3,3,3,3,3,13347,400000,400000,400000,400000,6,,,,
4,4,4,4,3,13347,400000,400000,400000,400000,6,,,,
4,4,4,4,3,13347,400000,400000,400000,400000,6,,,,
